#物品编号,类型,图标编号,名字,颜色,负重,装备类别,限制类型(装备限制条件:0:角色等级 4:元神等级;礼包限制条件：0:无限制 1:有无帮会 11-17:货币限制),等级限制,出售价格,转生等级限制,品质,职业,性别,装备组,装备对比,帮会捐献值,摧毁提示,装备内功,装备背景,回收金币,回收经验,回收组ID,是否可使用,能否销毁,能否存入仓库,能否推送,背包是否显示使用标志,限定次数用完之后是否显示推送,功能配置,功能参数,批量使用,使用后给的物品flag,使用后给的物品的值,物品描述,获取途径,光柱特效,装备子类型,防掉落概率(万分比),最大星级,属性值,基础属性百分百,最终属性百分比,随机最大攻击,随机最大防御,拾取类型,特效ID,等阶
#mTypeID,SubType,mIconID,mName,mColor,mWeight,mEquipType,mNeedType,mNeedParam,mPrice,mNeedZsLevel,mEquipLevel,mJob,mGender,mEquipGroup,mEquipComp,mEquipContribute,mShowDest,mAddPower,mItemBg,recycle_money,mRecycleExp,mRecycleId,mCanUse,mCanDestroy,mCanDepot,mCanPush,mBagShow,mTimesLimit,func_id,func_params,mCanMultiUse,mGiveFlag,mGiveValue,mDesp,mSource,mGZEffectID,mSubEquipType,mDropProtect,mMaxLevel,attr,baseattrprop,lastattrprop,randMDC,randMAC,mPickUpType,mEffectID,mRank
#int,int,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,int,string,string,int,int,int,int,string,string,string,int,int,int,int,int
#新装备,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10028006,1,10016006,苍龍＾狂龙之怒·戒,0,0,6,0,300,0,0,5,0,0,1028,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;462000;3;5018;4;14338;7;8064;8;26880,0,0,0,0,1006,0,28
10029006,1,10017006,星辰＾时空领域戒,0,0,6,0,300,0,0,9,0,0,1029,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;561000;3;6094;4;17410;7;9792;8;32640,0,0,0,0,1006,0,29
10030006,1,10017006,九殿＾阎罗地藏戒,0,0,6,0,300,0,0,9,0,0,1030,1,0,0,0,7,0,0,7,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;676500;3;7348;4;20994;7;11808;8;39360;39;672,0,0,0,0,1006,0,30
10031006,1,10018006,归元＾神迹湮灭戒,0,0,6,0,300,0,0,9,0,0,1030,1,0,0,0,7,0,0,8,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;808500;3;8782;4;25090;7;14112;8;47040;39;768,0,0,0,0,1007,0,31
10032006,1,10019006,沧海＾不灭之道·断龙戒,0,0,6,0,350,0,0,9,0,0,1032,1,0,0,0,8,0,0,9,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;957000;3;10394;4;29698;7;16704;8;55680;39;864,0,0,0,0,1007,0,32
10033006,1,10020006,玄羽灬流云〃地裂メ戒,0,0,6,0,350,0,0,9,0,0,1033,1,0,0,0,8,0,0,10,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1138500;3;12366;4;35330;7;19872;8;66240;39;1056,0,0,0,0,1007,0,33
10034006,1,10021006,冷魅ァ地域浩杰戒,0,0,6,0,350,0,0,10,0,0,1034,1,0,0,0,8,0,0,11,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1353000;3;14695;4;41986;7;23616;8;78720;39;1248,0,0,0,0,1007,0,34
10035006,1,10022006,不屈丶万物皆可杀戒,0,0,6,0,350,0,0,10,0,0,1035,1,0,0,0,8,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1650000;3;17921;4;51202;7;28800;8;96000;39;1728,0,0,0,0,1007,0,35
10036006,1,10023006,罪々江湖梦＾救世·戒,0,0,6,0,400,0,0,10,0,0,1036,1,0,0,0,8,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1947000;3;21147;4;60418;7;33984;8;113280;39;2208,0,0,0,0,1008,0,36
10037006,1,10023006,念々无望念＾嗜杀·戒,0,0,6,0,400,0,0,10,0,0,1037,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2244000;3;24373;4;69634;7;39168;8;130560;39;2688,0,0,0,0,1008,0,37
10038006,1,10024006,贪々天道回＾奢望·戒,0,0,6,0,400,0,0,10,0,0,1038,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2541000;3;27599;4;78850;7;44352;8;147840;39;3168,0,0,0,0,1008,0,38
10039006,1,10024006,妄々悔清源＾人心·戒,0,0,6,0,400,0,0,10,0,0,1039,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2838000;3;30825;4;88066;7;49536;8;165120;39;3648,0,0,0,0,1008,0,39
10040006,1,10025006,灭々万物生＾初始·戒,0,0,6,0,400,0,0,11,0,0,1040,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;3135000;3;34051;4;97282;7;54720;8;182400;39;4128,0,0,0,0,1008,0,40
10041006,1,10025006,影々天不惧＾破之·戒,0,0,6,0,400,0,0,11,0,0,1041,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;3432000;3;37277;4;106498;7;59904;8;199680;39;4608,0,0,0,0,1009,0,41
10042006,1,10026006,『清梦无思』封ァ戒,0,0,6,0,450,0,0,11,0,0,1042,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;3729000;3;40503;4;115714;7;65088;8;216960;39;5088,0,0,0,0,1009,0,42
10043006,1,10026006,『一步归心』镇ァ戒,0,0,6,0,450,0,0,11,0,0,1043,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4026000;3;43729;4;124930;7;70272;8;234240;39;5568,0,0,0,0,1009,0,43
10044006,1,10027006,『无尽破灭』斩ァ戒,0,0,6,0,450,0,0,11,0,0,1044,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4323000;3;46955;4;134146;7;75456;8;251520;39;6048,0,0,0,0,1009,0,44
10045006,1,10027006,『邪地地域』毁ァ戒,0,0,6,0,450,0,0,11,0,0,1045,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4620000;3;50181;4;143362;7;80640;8;268800;39;6528,0,0,0,0,1009,0,45
10046006,1,10028006,『执掌四道』赏ァ戒,0,0,6,0,500,0,0,11,0,0,1046,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4917000;3;53407;4;152578;7;85824;8;286080;39;7008,0,0,0,0,1010,0,46
10047006,1,10029006,太古·敬ぅ赤月神魔ソ戒,0,0,6,0,550,0,0,12,0,0,1047,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;5214000;3;56633;4;161794;7;91008;8;303360;39;7488,0,0,0,0,1010,0,47
10048006,1,10029006,太古·敬ぅ大道无望ソ戒,0,0,6,0,600,0,0,12,0,0,1048,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;5511000;3;59859;4;171010;7;96192;8;320640;39;7968,0,0,0,0,1010,0,48
10049006,1,10030006,初首々大道苍梧·戒,0,0,6,0,650,0,0,12,0,0,1049,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;5808000;3;63085;4;180226;7;101376;8;337920;39;8448,0,0,0,0,1010,0,49
10050006,1,10030006,初首々藏道违心·戒,0,0,6,0,700,0,0,12,0,0,1050,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6105000;3;66311;4;189442;7;106560;8;355200;39;8928,0,0,0,0,1010,0,50
10051006,1,10031006,碎空々「九苍之下」＾戒,0,0,6,0,750,0,0,12,0,0,1051,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6402000;3;69537;4;198658;7;111744;8;372480;39;9408,0,0,0,0,1011,0,51
10052006,1,10032006,碎空々「万域为首」＾戒,0,0,6,0,800,0,0,12,0,0,1052,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6699000;3;72763;4;207874;7;116928;8;389760;39;9888,0,0,0,0,1011,0,52
10053006,1,10033006,圣「史诗」叶飞花·戒,0,0,6,0,850,0,0,13,0,0,1053,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6996000;3;75989;4;217090;7;122112;8;407040;39;10368,0,0,0,0,1011,0,53
10054006,1,10034006,圣「传说」世子年ˇ戒,0,0,6,0,900,0,0,13,0,0,1054,1,0,0,0,13,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;7293000;3;79215;4;226306;7;127296;8;424320;39;10848,0,0,0,0,1011,0,54
10055006,1,10035006,圣「传说」碧落泉ˇ戒,0,0,6,0,950,0,0,13,0,0,1055,1,0,0,0,13,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;7590000;3;82441;4;235522;7;132480;8;441600;39;11328,0,0,0,0,1011,0,55
10001007,1,10001007,初心〃带,0,0,7,0,1,0,0,1,0,0,1001,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2200;3;27;4;77;7;19;8;64,0,0,0,0,1001,0,1
10002007,1,10001007,龙象迷魄·带,0,0,7,0,50,0,0,1,0,0,1002,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4400;3;54;4;154;7;38;8;128,0,0,0,0,1001,0,2
10003007,1,10002007,红莲天舞·带,0,0,7,0,50,0,0,1,0,0,1003,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6600;3;81;4;231;7;58;8;192,0,0,0,0,1001,0,3
10004007,1,10002007,荒毒碟恋·带,0,0,7,0,50,0,0,1,0,0,1004,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;8800;3;108;4;308;7;77;8;256,0,0,0,0,1001,0,4
10005007,1,10003007,暗殇圣者·带,0,0,7,0,50,0,0,1,0,0,1005,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;11000;3;135;4;385;7;96;8;320,0,0,0,0,1001,0,5
10006007,1,10003007,剑影花馨·带,0,0,7,0,100,0,0,2,0,0,1006,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;13200;3;162;4;462;7;115;8;384,0,0,0,0,1002,0,6
10007007,1,10004007,悟道永恒·带,0,0,7,0,100,0,0,2,0,0,1007,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;15400;3;189;4;539;7;134;8;448,0,0,0,0,1002,0,7
10008007,1,10004007,无极永生·带,0,0,7,0,100,0,0,2,0,0,1008,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;17600;3;216;4;616;7;154;8;512,0,0,0,0,1002,0,8
10009007,1,10005007,海纳百川·带,0,0,7,0,100,0,0,2,0,0,1009,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;19800;3;243;4;693;7;173;8;576,0,0,0,0,1002,0,9
10010007,1,10005007,灵犀望月·带,0,0,7,0,100,0,0,2,0,0,1010,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;22000;3;270;4;770;7;192;8;640,0,0,0,0,1002,0,10
10011007,1,10006007,乱世天籁·带,0,0,7,0,150,0,0,3,0,0,1011,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;28600;3;350;4;1000;7;250;8;832,0,0,0,0,1003,0,11
10012007,1,10006007,邪影々莲芯＾带,0,0,7,0,150,0,0,3,0,0,1012,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;35200;3;431;4;1230;7;307;8;1024,0,0,0,0,1003,0,12
10013007,1,10007007,辟地ぃ黄泉＾带,0,0,7,0,150,0,0,3,0,0,1013,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;41800;3;511;4;1460;7;365;8;1216,0,0,0,0,1003,0,13
10014007,1,10007007,揽星ゃ太极清源带,0,0,7,0,150,0,0,3,0,0,1014,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;48400;3;592;4;1690;7;422;8;1408,0,0,0,0,1003,0,14
10015007,1,10008007,圣龙风火ァ无之带,0,0,7,0,150,0,0,3,0,0,1015,1,0,0,0,3,0,0,3,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;55000;3;672;4;1920;7;480;8;1600,0,0,0,0,1003,0,15
10016007,1,10008007,赤阳ㄟ神魔ミ带,0,0,7,0,200,0,0,4,0,0,1016,1,0,0,0,4,0,0,4,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;61600;3;753;4;2150;7;538;8;1792,0,0,0,0,1004,0,16
10017007,1,10009007,ㄟ神域ヲ焚天ㄨ带,0,0,7,0,200,0,0,4,0,0,1017,1,0,0,0,4,0,0,4,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;68200;3;833;4;2380;7;595;8;1984,0,0,0,0,1004,0,17
10018007,1,10009007,月影々圣光＾带,0,0,7,0,200,0,0,4,0,0,1018,1,0,0,0,4,0,0,4,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;74800;3;914;4;2610;7;653;8;2176,0,0,0,0,1004,0,18
10019007,1,10010007,赤阳ㄟ神魔ミ带,0,0,7,0,200,0,0,4,0,0,1019,1,0,0,0,4,0,0,4,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;81400;3;994;4;2840;7;710;8;2368,0,0,0,0,1004,0,19
10020007,1,10010007,ぺ上古へ神话ぃ刃ぺ带,0,0,7,0,200,0,0,4,0,0,1020,1,0,0,0,4,0,0,5,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;88000;3;1075;4;3070;7;768;8;2560,0,0,0,0,1004,0,20
10021007,1,10011007,ぺ暗黑ブ禁忌ぃ刃ぺ带,0,0,7,0,250,0,0,5,0,0,1021,1,0,0,0,5,0,0,5,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;110000;3;1343;4;3838;7;960;8;3200,0,0,0,0,1005,0,21
10022007,1,10011007,玄影ゃ火云阳炎带,0,0,7,0,250,0,0,5,0,0,1022,1,0,0,0,5,0,0,5,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;154000;3;1881;4;5374;7;1344;8;4480,0,0,0,0,1005,0,22
10023007,1,10012007,万剑归宗ァ吟啸带,0,0,7,0,250,0,0,5,0,0,1023,1,0,0,0,5,0,0,5,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;198000;3;2419;4;6910;7;1728;8;5760,0,0,0,0,1005,0,23
10024007,1,10012007,太古々沧海ん带,0,0,7,0,250,0,0,5,0,0,1024,1,0,0,0,6,0,0,5,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;264000;3;3225;4;9214;7;2304;8;7680,0,0,0,0,1005,0,24
10025007,1,10014007,红名恐惧·陨落带,0,0,7,0,250,0,0,5,0,0,1025,1,0,0,0,6,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;330000;3;4031;4;11518;7;2880;8;9600,0,0,0,0,1005,0,25
10026007,1,10014007,圣龙风火ァ无之带,0,0,7,0,250,0,0,5,0,0,1026,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;418000;3;5107;4;14590;7;3648;8;12160,0,0,0,0,1006,0,26
10027007,1,10015007,炙焰＾修罗嗜血·带,0,0,7,0,300,0,0,6,0,0,1027,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;506000;3;6182;4;17662;7;4416;8;14720,0,0,0,0,1006,0,27
10028007,1,10016007,苍龍＾狂龙之怒·带,0,0,7,0,300,0,0,5,0,0,1028,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;616000;3;7526;4;21502;7;5376;8;17920,0,0,0,0,1006,0,28
10029007,1,10017007,星辰＾时空领域带,0,0,7,0,300,0,0,9,0,0,1029,1,0,0,0,7,0,0,6,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;748000;3;9139;4;26110;7;6528;8;21760,0,0,0,0,1006,0,29
10030007,1,10017007,九殿＾阎罗地藏带,0,0,7,0,300,0,0,9,0,0,1030,1,0,0,0,7,0,0,7,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;902000;3;11020;4;31486;7;7872;8;26240;39;448;68;112;67;224,0,0,0,0,1006,0,30
10031007,1,10018007,归元＾神迹湮灭带,0,0,7,0,300,0,0,9,0,0,1030,1,0,0,0,7,0,0,8,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1078000;3;13171;4;37630;7;9408;8;31360;39;512;68;128;67;256,0,0,0,0,1007,0,31
10032007,1,10019007,沧海＾不灭之道·断龙带,0,0,7,0,350,0,0,9,0,0,1032,1,0,0,0,8,0,0,9,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1276000;3;15590;4;44542;7;11136;8;37120;39;576;68;144;67;288,0,0,0,0,1007,0,32
10033007,1,10020007,玄羽灬流云〃地裂メ带,0,0,7,0,350,0,0,9,0,0,1033,1,0,0,0,8,0,0,10,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1518000;3;18547;4;52990;7;13248;8;44160;39;704;68;176;67;352,0,0,0,0,1007,0,33
10034007,1,10021007,冷魅ァ地域浩杰带,0,0,7,0,350,0,0,10,0,0,1034,1,0,0,0,8,0,0,11,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;1804000;3;22041;4;62974;7;15744;8;52480;39;832;68;208;67;416,0,0,0,0,1007,0,34
10035007,1,10022007,不屈丶万物皆可杀带,0,0,7,0,350,0,0,10,0,0,1035,1,0,0,0,8,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2200000;3;26879;4;76798;7;19200;8;64000;39;1152;68;288;67;576,0,0,0,0,1007,0,35
10036007,1,10023007,罪々江湖梦＾救世·带,0,0,7,0,400,0,0,10,0,0,1036,1,0,0,0,8,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2596000;3;31717;4;90622;7;22656;8;75520;39;1472;68;368;67;736,0,0,0,0,1008,0,36
10037007,1,10023007,念々无望念＾嗜杀·带,0,0,7,0,400,0,0,10,0,0,1037,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2992000;3;36555;4;104446;7;26112;8;87040;39;1792;68;448;67;896,0,0,0,0,1008,0,37
10038007,1,10024007,贪々天道回＾奢望·带,0,0,7,0,400,0,0,10,0,0,1038,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;3388000;3;41393;4;118270;7;29568;8;98560;39;2112;68;528;67;1056,0,0,0,0,1008,0,38
10039007,1,10024007,妄々悔清源＾人心·带,0,0,7,0,400,0,0,10,0,0,1039,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;3784000;3;46231;4;132094;7;33024;8;110080;39;2432;68;608;67;1216,0,0,0,0,1008,0,39
10040007,1,10025007,灭々万物生＾初始·带,0,0,7,0,400,0,0,11,0,0,1040,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4180000;3;51069;4;145918;7;36480;8;121600;39;2752;68;688;67;1376,0,0,0,0,1008,0,40
10041007,1,10025007,影々天不惧＾破之·带,0,0,7,0,400,0,0,11,0,0,1041,1,0,0,0,9,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4576000;3;55907;4;159742;7;39936;8;133120;39;3072;68;768;67;1536,0,0,0,0,1009,0,41
10042007,1,10026007,『清梦无思』封ァ带,0,0,7,0,450,0,0,11,0,0,1042,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4972000;3;60745;4;173566;7;43392;8;144640;39;3392;68;848;67;1696,0,0,0,0,1009,0,42
10043007,1,10026007,『一步归心』镇ァ带,0,0,7,0,450,0,0,11,0,0,1043,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;5368000;3;65583;4;187390;7;46848;8;156160;39;3712;68;928;67;1856,0,0,0,0,1009,0,43
10044007,1,10027007,『无尽破灭』斩ァ带,0,0,7,0,450,0,0,11,0,0,1044,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;5764000;3;70421;4;201214;7;50304;8;167680;39;4032;68;1008;67;2016,0,0,0,0,1009,0,44
10045007,1,10027007,『邪地地域』毁ァ带,0,0,7,0,450,0,0,11,0,0,1045,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6160000;3;75259;4;215038;7;53760;8;179200;39;4352;68;1088;67;2176,0,0,0,0,1009,0,45
10046007,1,10028007,『执掌四道』赏ァ带,0,0,7,0,500,0,0,11,0,0,1046,1,0,0,0,10,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6556000;3;80097;4;228862;7;57216;8;190720;39;4672;68;1168;67;2336,0,0,0,0,1010,0,46
10047007,1,10029007,太古·敬ぅ赤月神魔ソ带,0,0,7,0,550,0,0,12,0,0,1047,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6952000;3;84935;4;242686;7;60672;8;202240;39;4992;68;1248;67;2496,0,0,0,0,1010,0,47
10048007,1,10029007,太古·敬ぅ大道无望ソ带,0,0,7,0,600,0,0,12,0,0,1048,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;7348000;3;89773;4;256510;7;64128;8;213760;39;5312;68;1328;67;2656,0,0,0,0,1010,0,48
10049007,1,10030007,初首々大道苍梧·带,0,0,7,0,650,0,0,12,0,0,1049,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;7744000;3;94611;4;270334;7;67584;8;225280;39;5632;68;1408;67;2816,0,0,0,0,1010,0,49
10050007,1,10030007,初首々藏道违心·带,0,0,7,0,700,0,0,12,0,0,1050,1,0,0,0,11,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;8140000;3;99449;4;284158;7;71040;8;236800;39;5952;68;1488;67;2976,0,0,0,0,1010,0,50
10051007,1,10031007,碎空々「九苍之下」＾带,0,0,7,0,750,0,0,12,0,0,1051,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;8536000;3;104287;4;297982;7;74496;8;248320;39;6272;68;1568;67;3136,0,0,0,0,1011,0,51
10052007,1,10032007,碎空々「万域为首」＾带,0,0,7,0,800,0,0,12,0,0,1052,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;8932000;3;109125;4;311806;7;77952;8;259840;39;6592;68;1648;67;3296,0,0,0,0,1011,0,52
10053007,1,10033007,圣「史诗」叶飞花·带,0,0,7,0,850,0,0,13,0,0,1053,1,0,0,0,12,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;9328000;3;113963;4;325630;7;81408;8;271360;39;6912;68;1728;67;3456,0,0,0,0,1011,0,53
10054007,1,10034007,圣「传说」世子年ˇ带,0,0,7,0,900,0,0,13,0,0,1054,1,0,0,0,13,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;9724000;3;118801;4;339454;7;84864;8;282880;39;7232;68;1808;67;3616,0,0,0,0,1011,0,54
10055007,1,10035007,圣「传说」碧落泉ˇ带,0,0,7,0,950,0,0,13,0,0,1055,1,0,0,0,13,0,0,12,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;10120000;3;123639;4;353278;7;88320;8;294400;39;7552;68;1888;67;3776,0,0,0,0,1011,0,55
10001008,1,10001008,初心〃靴,0,0,8,0,1,0,0,1,0,0,1001,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;2200;3;27;4;77;7;19;8;64,0,0,0,0,1001,0,1
10002008,1,10001008,龙象迷魄·靴,0,0,8,0,50,0,0,1,0,0,1002,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;4400;3;54;4;154;7;38;8;128,0,0,0,0,1001,0,2
10003008,1,10002008,红莲天舞·靴,0,0,8,0,50,0,0,1,0,0,1003,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;6600;3;81;4;231;7;58;8;192,0,0,0,0,1001,0,3
10004008,1,10002008,荒毒碟恋·靴,0,0,8,0,50,0,0,1,0,0,1004,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;8800;3;108;4;308;7;77;8;256,0,0,0,0,1001,0,4
10005008,1,10003008,暗殇圣者·靴,0,0,8,0,50,0,0,1,0,0,1005,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;11000;3;135;4;385;7;96;8;320,0,0,0,0,1001,0,5
10006008,1,10003008,剑影花馨·靴,0,0,8,0,100,0,0,2,0,0,1006,1,0,0,0,2,0,0,2,0,1,1,1,0,0,0,0,0,0,0,null,boss掉落,0,0,0,9999,2;13200;3;162;4;462;7;115;8;384,0,0,0,0,1002,0,6
