#怪物ID,资源编号,触发脚本,攻击AI,显示名,技能类型,技能资源,目标特效,等级,目标特效,视野范围,获得经验,获得内功,血量,魔量,最小物防,最大物防,最小法防,最大法防,最小物攻,最大物攻,最小法攻,最大法攻,闪避,命中,移动最小时间间隔（无效）,移动最大时间间隔,移动距离,攻击间隔时间,头像,喊话间隔,子类型,掉落组ID,巡逻范围,追击范围,是否可以被撞,切换目标ai类型,切换目标间隔,伤害系数,距离仇仇恨系数,编辑器目录,类型,怪物组别,传送点id,默认AI,巡逻速度,尸体消失时间,刷新时间,方向固定,暴击率,抗暴击,物理攻击减免,魔法减免,回血速度,是否显示刷新公告,是否显示掉落公告,BOSS积分,功能ID,属性(id;val;id;val.../没有填0),默认对话,是否会喊话,随机喊话,简单掉落ID,武器形象,翅膀形象,称号形象,采集时间,是否显示怪物归属,死亡是否显示墓碑,禁止变形,内观缩放,内观X,内观Y
#id,model,script,AI,name,effect_type,effect_res,target_effect,lev,zslevel,sight,exp,inside_power_exp,MHP,mp,MinDEF,MaxDEF,MinMDEF,MaxMDEF,MinATK,MaxATK,MinMATK,MaxMATK,DODGE,HIT,minStayTime,maxStayTime,moveTime,interval,head_icon,talkgap,subType,dropID,patrol,maxmove,canPush,switch_target_type,switch_target_interval,hatred_damage_ratio,hatred_distance_ratio,editdir,type,monGroup,teleportID,defaultAI,patrolTime,deadTime,refreshTime,dirFixed,CRIRate,DUCrate,ADTR,MR,HPup,isShowRefresh,isS,bossIntegral,funcid,attr,dialog,canSpeak,randomDialog,simpleDropID,weapon,wing,title,collectTime,noShowOwner,showTomb,forbidShape,showScale,showX,showY
#int,int,string,int,string,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,int,string,int,int,bool,int,int,int,int,string,int,int,int,string,int,int,int,int,int,int,int,int,int,bool,bool,int,string,string,string,bool,string[],int,int,int,int,int,bool,bool,int,int,int,int
#新手怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100004014,30314,default,50001,巨型火蚁,0,0,0,900,0,7,0,0,7299869,0,5728,22913,5728,22913,4566,18264,4566,18264,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004015,30315,default,50001,塔布族战将,0,0,0,1000,0,7,0,0,6541099,0,4885,19538,4885,19538,3980,15919,3980,15919,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004016,30316,default,50001,九幽女武神,0,0,0,1000,0,7,0,0,7199829,0,5128,20513,5128,20513,4274,17094,4274,17094,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004017,30317,default,50001,逆魔战将,0,0,0,1100,0,7,0,0,7903980,0,5381,21525,5381,21525,4589,18355,4589,18355,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004018,30318,default,50001,火龙战将,0,0,0,1100,0,7,0,0,9014629,0,5878,23513,5878,23513,5132,20527,5132,20527,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004019,30319,default,50001,魔龙战将,0,0,0,1200,0,7,0,0,10249740,0,6413,25650,6413,25650,5735,22939,5735,22939,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100004020,30320,default,50001,寒武龙,0,0,0,1200,0,7,0,0,12004128,0,6947,27788,6947,27788,6368,25472,6368,25472,15,17,0,0,1,1000,0,0,4003,0,3,14,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
#领主怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100005001,30401,default,50001,泰坦骷髅巫妖王,0,0,0,400,0,8,0,0,826200,0,956,3825,956,3825,746,2984,746,2984,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005002,30402,default,50001,狗头神,0,0,0,400,0,8,0,0,1087128,0,1079,4314,1079,4314,860,3439,860,3439,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005003,30403,default,50001,熔岩巨兽,0,0,0,500,0,8,0,0,1490880,0,1294,5177,1294,5177,1055,4218,1055,4218,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005004,30404,default,50001,冰雪世界支配者,0,0,0,500,0,8,0,0,2259360,0,1744,6974,1744,6974,1453,5811,1453,5811,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005005,30405,default,50001,烛龙后裔,0,0,0,600,0,8,0,0,3285840,0,2282,9127,2282,9127,1946,7783,1946,7783,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005006,30406,default,50001,幽冥武府战神,0,0,0,600,0,8,0,0,4613400,0,2913,11650,2913,11650,2543,10171,2543,10171,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005007,30407,default,50001,深渊巨鳄,0,0,0,700,0,8,0,0,6287184,0,3639,14554,3639,14554,3254,13016,3254,13016,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005008,30408,default,50001,怒焰巨龙,0,0,0,700,0,8,0,0,8728200,0,4663,18650,4663,18650,4274,17096,4274,17096,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005009,30409,default,50001,炽龙王,0,0,0,800,0,8,0,0,10433472,0,5176,20702,5176,20702,4866,19463,4866,19463,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005010,30410,default,50001,逆魔之王,0,0,0,800,0,8,0,0,11877840,0,5499,21996,5499,21996,5306,21224,5306,21224,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005011,30411,default,50001,虹魔教主,0,0,0,900,0,8,0,0,13452480,0,5839,23355,5839,23355,5786,23145,5786,23145,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005012,30412,default,50001,地狱泰坦,0,0,0,900,0,8,0,0,15823260,0,6464,25855,6464,25855,6584,26334,6584,26334,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005013,30413,default,50001,空域破坏者,0,0,0,1000,0,8,0,0,14374800,0,5546,22184,5546,22184,5810,23240,5810,23240,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005014,30414,default,50001,雪域霸主,0,0,0,1000,0,8,0,0,16089048,0,5881,23522,5881,23522,6342,25367,6342,25367,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005015,30415,default,50001,铁血魔王,0,0,0,1100,0,8,0,0,17947440,0,6232,24927,6232,24927,6924,27697,6924,27697,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005016,30416,default,50001,堕落蝎王,0,0,0,1100,0,8,0,0,20808900,0,6881,27525,6881,27525,7885,31539,7885,31539,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005017,30417,default,50001,土元素之主,0,0,0,1200,0,8,0,0,24040368,0,7589,30354,7589,30354,8976,35903,8976,35903,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100005018,30418,default,50001,邪龙之王,0,0,0,1200,0,8,0,0,28745280,0,8318,33270,8318,33270,10166,40663,10166,40663,15,17,0,0,1,1000,0,0,4004,0,3,16,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
#教主怪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100006001,30501,default,50001,巫龙族大祭祀,0,0,0,500,0,9,0,0,1959300,0,907,3629,907,3629,950,3801,950,3801,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006002,30502,default,50001,寒冰咆哮,0,0,0,500,0,9,0,0,2815560,0,1086,4345,1086,4345,1172,4686,1172,4686,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006003,30503,default,50001,掌死之神,0,0,0,600,0,9,0,0,3784032,0,1251,5005,1251,5005,1390,5561,1390,5561,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006004,30504,default,50001,烈焰轰牛,0,0,0,600,0,9,0,0,4803264,0,1390,5560,1390,5560,1593,6370,1593,6370,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006005,30505,default,50001,蓝龙王,0,0,0,700,0,9,0,0,6157620,0,1584,6335,1584,6335,1873,7493,1873,7493,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006006,30506,default,50001,寒冰玄武,0,0,0,700,0,9,0,0,7526520,0,1742,6969,1742,6969,2130,8518,2130,8518,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006007,30507,default,50001,狂躁火龙神,0,0,0,800,0,9,0,0,10679328,0,2248,8990,2248,8990,2842,11366,2842,11366,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006008,30508,default,50001,不死鸟督军,0,0,0,800,0,9,0,0,15510960,0,2992,11969,2992,11969,3918,15673,3918,15673,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006009,30509,default,50001,暗之狱龙神,0,0,0,900,0,9,0,0,22542624,0,4014,16056,4014,16056,5451,21804,5451,21804,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006010,30510,default,50001,杀神竞技场之神,0,0,0,900,0,9,0,0,30708720,0,5078,20310,5078,20310,7161,28642,7161,28642,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006011,30511,default,50001,吞星者,0,0,0,1000,0,9,0,0,16462980,0,2541,10163,2541,10163,3726,14905,3726,14905,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006012,30512,default,50001,腐海幻神,0,0,0,1000,0,9,0,0,23133312,0,3347,13388,3347,13388,5113,20453,5113,20453,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006013,30513,default,50001,暗之冥龙神,0,0,0,1100,0,9,0,0,31601844,0,4303,17213,4303,17213,6860,27440,6860,27440,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006014,30514,default,50001,亡灵之龙魂,0,0,0,1100,0,9,0,0,42062976,0,5410,21638,5410,21638,9016,36063,9016,36063,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006015,30515,default,50001,第六天魔王,0,0,0,1200,0,9,0,0,54711108,0,6666,26663,6666,26663,11639,46554,11639,46554,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
100006016,30516,default,50001,烈焰吞世者,0,0,0,1200,0,9,0,0,72576000,0,8400,33600,8400,33600,15400,61600,15400,61600,15,17,0,0,1,1000,0,0,4005,0,3,18,1,0,0,0,0,新手海岛,4,0,0,default,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
#测试怪物,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500101,30004,default,50001,怪物1,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4005,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500102,30007,default,50001,怪物2,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500103,30008,default,50001,怪物3,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500104,30009,default,50001,怪物4,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500105,31016,default,50001,怪物5,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500106,31102,default,50001,怪物6,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500107,31547,default,50001,怪物7,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500108,31567,default,50001,怪物8,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500109,32100,default,50001,怪物9,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500110,32101,default,50001,怪物10,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500111,32102,default,50001,怪物11,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500112,32103,default,50001,怪物12,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500113,32104,default,50001,怪物13,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500114,32105,default,50001,怪物14,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500115,32106,default,50001,怪物15,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500116,32107,default,50001,怪物16,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500117,32108,default,50001,怪物17,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500118,32109,default,50001,怪物18,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500119,32110,default,50001,怪物19,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500120,32111,default,50001,怪物20,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500121,32112,default,50001,怪物21,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500122,32113,default,50001,怪物22,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500123,32200,default,50001,怪物23,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500124,32201,default,50001,怪物24,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500125,32202,default,50001,怪物25,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500126,32203,default,50001,怪物26,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500127,32204,default,50001,怪物27,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500128,32205,default,50001,怪物28,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
1500129,32300,default,50001,怪物29,0,0,0,100,0,9,0,0,5000,0,0,0,0,0,10,10,10,10,15,17,0,0,1,1500,0,0,4002,10001;43001,3,0,1,0,0,0,0,新手海岛,4,0,0,nomove,40000,1000,10000,0,0,0,0,0,0,0,0,0,0,0,default,0,default,0,0,0,0,0,0,0,1,100,0,0
#练功师,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005012,32006,default,50001,练功师,0,0,0,1,0,0,0,0,2100000000,0,9999,9999,9999,1,1,1,1,1,15,17,0,0,1,2500,0,0,4002,10086,0,0,1,0,0,0,0,0,4,0,0,nomove,20000,1000,1000,5,0,0,0,0,1000000,0,0,0,0,0,default,1,我是怪物喊话,0,0,0,0,0,0,0,1,100,0,0
1005013,32005,default,50001,练功师,0,0,0,1,0,0,0,0,2100000000,0,0,0,0,1,1,1,1,1,15,17,0,0,1,2500,0,0,4002,0,0,0,1,0,0,0,0,0,4,0,0,nomove,20000,1000,1000,5,0,0,0,0,1000000,0,0,0,0,0,default,1,我是怪物喊话,0,0,0,0,0,0,0,1,100,0,0
#其他,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
